id,index,year,month,day,state,text,category,banking,stringency,explanation,stringecy_num
541,163,1955,12,29,michigan,"A foreign corporation, not authorized to do business in Michigan, offering by mail to its stockholders the right to subscribe for additional stock is not making a  sale  as defined by the Michigan Securities Law.",Exemption,No,Neutral,"This aspect of Michigan's Securities Law indicates that foreign corporations not authorized to conduct business in Michigan are exempt from certain regulations when offering their stockholders the right to subscribe for additional stock. This is considered as not 'making a sale,' and hence, does not fall under traditional regulatory oversight. Therefore, financial intermediaries and corporations should be aware of this rule when planning their business operations and potential stock subscriptions.",0
542,163,1955,12,29,new york,The failure to disclose to prospective purchasers of corporate stock that the major source of the apparent operating profit was accomplished through the device of an accounting write-up warranted an injunction under the New York General Business Law.,Disclosure,No,More,"The historical change detailed signifies a move towards increased stringency in disclosure laws under the New York General Business Law. This rule amendment implied that corporations now had to make a full disclosure about the major sources of their apparent operating profit, with potential legal repercussions for manipulation or deceit, such as through accounting write-ups. This mandated transparency would therefore necessitate more caution and candor from corporations, affecting their financial reporting and potentially impacting their dealings with prospective stock purchasers.",1
543,163,1955,12,29,new york,"The New York Attorney General, as an executive official, may, under the provisions of the General Business Law, seek to restrain any person from engaging in fraudulent and deceitful practices in the sale of securities.",Other,No,More,"The statement implies increased stringency in the regulation of securities sales through the New York Attorney General's power to restrain fraudulent and deceitful practices. This potential intervention can impact businesses by imposing stricter scrutiny on their sales practices, hence potentially disrupting operations if fraudulent activities get detected. It can also affect financial intermediaries by signaling heightened legal oversight, thereby raising the costs of due diligence and compliance.",1
544,163,1955,12,29,new york,A prospectus that included on a board of directors certain selected perÂ­ sons without their consent and without any intention by them to be affiliated with the enterprise tended to mislead the public.,Disclosure,No,More,"Including persons on a board of directors listing without their consent presents a disclosure issue, as it can mislead the public about the entity's backing and credibility. This leads to a more stringent regulation, where strict consent and willingness of the affiliated individuals are necessitated. This change enhances due diligence during company registration, ensuring honest representation and reducing the risk of illicit activities.",1
545,163,1955,12,29,new york,Acts of defendant that resulted in the revocation by the Securities and Exchange Commission of his broker-dealer registration constituted a course of dealing in New York within the meaning of  fraudulent practices  as deÂ­ fined by the New York General Business Law.,"Broker/Dealer, Other",No,More,"This change in securities law demonstrates increased stringency in the oversight of broker-dealer activities in New York. The revocation of broker-dealer registration by the Securities and Exchange Commission is a severe action, indicating that the defendant was involved in fraudulent practices as defined by the New York General Business Law. This suggests an increased effort to combat fraudulent actions and protect investors, which may lead to an increased regulatory burden on broker-dealers in the state.",1
546,163,1955,12,29,new york,The willful and intentional failure to advise the owner of a securities account of the sale of certain of his securities constituted  fraudulent practices  as defined by the New York General Business Law.,Disclosure,No,More,"The change implies a more stringent regulation for securities transactions, requiring absolute transparency with account owners about the sale of their securities. Fraudulent practices are being defined broadly, which has the potential to increase legal risk for financial intermediaries and businesses. The enhancements in the disclosure requirements demand a vigilant compliance, likely necessitating updates to internal procedures.",1
547,163,1955,12,29,ohio,Standard land contracts providing for the formation of a corporation for the purpose of operating and maintaining the property as a cooperative venture were exempt from registration under the Ohio Securities Law.,"Exemption, Registration",No,Less,"This change in Ohio Securities Law lessened the regulatory burden for cooperative property ventures by exempting them from registration mandates. The measure likely boosted potential for their formation and operation by reducing administrative hurdles and costs, potentially encouraging more investment activity by financial intermediaries in such ventures.",-1
548,375,1969,1,6,california,"The California Corporate Securities Law of 1968 (Laws 1968, Chapter88), which was approved last May 9, became effective on January 2, 1969. It is implemented by new Blue Sky Rules, which became effective on the same date; the Rules were published in REPORT No. 374 (December 20, 1968). The Stock Exchange Exemption Chart, the Fees Chart and the California Guide included in this REPORT reflect new law changes.","Exemption, Fees",No,More,"The California Corporate Securities Law of 1968, along with the Blue Sky Rules, adds more stringency to corporate securities. The changes, reflected in the Stock Exchange Exemption Chart and Fees Chart, are likely to cause businesses to comply with new exemption parameters and possibly accommodate higher fees. These changes may significantly impact financial intermediaries involved in securities trading in the state of California.",1
549,375,1969,1,6,california,"A federal Court of Appeals has affirmed the jurisdiction of the California Superior Court in deciding its jurisdiction over an individual convicted of violation of the Corporate Securities Law, and the judge of the state court performed a judicial act for which he had immunity from suit by the convicted party. In its ruling, the Ninth Circuit upheld the decision of the California District Court of Appeal upholding the constitutionality of the penal provisions of the Securities Law.",Other,No,Neutral,"In affirming the jurisdiction of the California Superior Court and upholding the constitutionality of penal provisions of the Securities Law, the Court of Appeals has maintained the status quo in terms of regulatory requirements. There is no mention of a change in the application or enforcement of aspects such as exemptions, registrations, fees, or disclosure requirements. Similarly, no changes in banking-related laws or regulations were noted. Consequently, this decision should not have a material impact on the day-to-day operations of businesses or financial intermediaries, although it does reaffirm the existing structure and reach of the Corporate Securities Law.",0
550,375,1969,1,6,illinois,The bankrupt purchaser of an oil interest was not barred by the limitation in the Illinois Securities Law from voiding the sale where his intervening adjudication of bankruptcy had caused a two-year extension of the time for bringing of the action. A special limitation such as is contained in the Bankruptcy Act defines and limits the existence of the right to bring such action.,Other,No,Neutral,"This change in Illinois Securities Law relates to how bankruptcy affects the time limit for voiding the sale of an oil interest, which is an extension of the Bankruptcy Act rather than a direct change in Blue Sky Laws. This would be consider neutral in stringency as it does not increase or decrease regulatory burden, rather it provides an additional timeframe for insolvent purchasers to void sales transactions. This may provide added protection for bankrupt individuals engaged in securities transactions while not directly altering the requirements or rules for businesses and financial intermediaries.",0
551,375,1969,1,6,maryland,"Maryland has amended its insurance law prescribing filing of statements by providing a statutory penalty for authorized insurers who fail to file a financial statement by March 1 of each year (Laws 1968, Ch. 289, approved April 10, 1968, effective July 1, 1968). Unless an extension has been obtained, the delinquent insurer shall forfeit $100 for each day up to and including March 10 and $50 for each day thereafter until the statement is received by the Insurance Commissioner.","Fees, Disclosure",No,More,"The law amendment imposes a daily penalty on insurers who delay submitting their financial statement after the March 1 deadline, thereby introducing additional financial consequences. This increased oversight should prompt more timely reporting from authorized insurers, enhancing the regularity, and improving the accuracy, of financial information available to the Insurance Commissioner. This ultimately supports better regulatory supervision and could protect the interests of policyholders.",1
552,375,1969,1,6,north dakota,"The sale of limited partnership interests from or within North Dakota is subject to provisions of the state Securities Act dealing with the sale or offer for sale of  securities.  In the instant case, limited partners had contributed money for the purchase of land by the partnership and received interests in the partnership which was to manage the land enterprise.",Registration,No,More,"This change outlines the requirement for registration of limited partnership interests within the North Dakota Securities Act. The Act pertains to any sale or offer for sale of these securities, thus increasing the regulation and oversight of such transactions. This likely implies an increased compliance burden for those attempting to sell or offer for sale limited partnership interests.",1
553,375,1969,1,6,oregon,Oregon purchasers of securities allegedly sold in violation of the state Blue Sky Law failed to state a cause of action against the seller's attorney where the complaint did not allege the attorney's knowledge of the violation of the statute. The attorney's services had involved the preparation of documents and other activities normally performed by a lawyer for his client.,Other,No,Neutral,"The case involves a scenario where purchasers of securities claim violation of the state Blue Sky Law, however, the complaint does not hold as it failed to provide evidence of the attorney's knowledge of the violation. The role of the attorney was limited to typical activities like document preparation, which does not directly implicate any change in the stringency or classification of the Blue Sky Laws.",0
554,375,1969,1,6,pennsylvania,"Pennsylvania has amended its provisions specifying legal investments for banking institutions as follows: (1) The terms under which a bank or trust company may make collateral loans are clarified. (2) Investments in obligations of the Asian Development Bank and of similar agencies  as may from time to time be approved by the Department of Banking  are authorized for savings banks. (3) The limit on the aggregate cost of all shares of preferred, guaranteed or common stock of a corporate entity in relation to the book value of a savings bank's assets or the aggregate of its surplus, unallocated reserves, undivided profits, and subordinated securities is raised substantially. Laws 1968, Act No. 345, became effective November 27.",Other,Yes,Less,"By amending its banking provisions, Pennsylvania has allowed more investment freedom for its banking institutions, thereby reducing stringency. Lending conditions have been clarified, authorization to invest in foreign development has been created, and limits on stock investment have been increased. Overall, these changes could lead to new lending and investment opportunities for these banks.",-1
555,375,1969,1,6,virginia,"Appraisals of real estate securing loans by banks are required to be made by more than one appraiser appointed by the banks' boards of directors only where the loan exceeds $25,000 (Laws 1968, Ch. 549, effective June 28, 1968). Formerly, the Virginia law called for a minimum of two appraisers on all such loans exceeding $10,000.","Disclosure, Other",Yes,Less,"This change reduces the regulatory threshold for the number of appraisers required for loans secured by real estate from $10,000 to $25,000, essentially easing the disclosure requirement for smaller loans. For businesses and financial intermediaries, it implies fewer procedural hurdles and potentially faster loan approval processes for loans below $25,000. However, it may increase the risk exposure for banks due to less rigorous appraisal checks for such loans.",-1
556,376,1969,1,28,kansas,"Kansas has amended its insurance provision detailing procedure for reporting to change the term  national convention of insurance commissioners  to  national association of insurance commissioners  (Laws 1968, H.B. No. 2064, effective June 30, 1968).",Other,No,Neutral,"The change aims to ensure precise naming in insurance regulation documents of Kansas, changing 'National Convention of Insurance Commissioners' to 'National Association of Insurance Commissioners'. It does not modify the procedural guidelines of reporting, nor does it alter the stringency or relax the obligations under the provision. Therefore, besides helping businesses and financial intermediaries to ensure their references are accurate, it incurs no substantial practical implications.",0
557,376,1969,1,28,louisiana,"Revised provisions governing Louisiana exemptions include proviso concerning negotiable promissory notes, drafts, bills of exchange, bankers acceptances and commercial paper, to reduce the permissible maturity time from 12 months to nine, at time of issuance. The newly enacted amendment (Laws 1968, Act No. 18, effective January 6, 1969) also imposes a charge, in cases of registration by notification or by qualification, of 15 percent of the registration fee, to be used to defray expenses of the Commissioner in examining the affairs of the issuer and in enforcement of the registration provisions generally.","Exemption, Registration, Fees",Yes,More,"The revision dictates a shortened permissible maturity time from 12 months to nine for certain financial instruments, adding a layer of stringency in the market. Furthermore, it instates a 15 percent charge of the registration fee to cover examining and enforcement costs by the Commissioner. This adds a financial burden to issuers, potentially impacting the issuance climate and the liquidity in Louisiana's securities market.",1
558,376,1969,1,28,wisconsin,"Registrations of publicly traded securities in Wisconsin have been revised in several respects. Under terms of a General Order on Limitation of Shares effective January 1, existing orders of registration of common and preferred stock of issuers other than investment companies, in connection with which registration statements were also filed under the Federal Securities Act of 1933, will no longer be subject to revocation if the number of shares outstanding exceeds the number of shares registered. This is subject to the condition that the additional shares must have been issued pursuant to transactions exempt from registration or been issued or sold outside Wisconsin. Furthermore, resales of all outstanding shares of these registered securities will be permitted at a price reasonably related to the public market price.","Registration, Exemption",No,Less,"The revision of the securities registration process in Wisconsin reduces the previous registration restrictions, making it less stringent. It allows for exceptions where additional shares of registered securities, issued beyond the number registered, won't prompt revocation as long as they meet specific conditions. This change would likely ease the process for businesses and financial intermediaries in transactions involving securities, especially those exempt from registration or issued/sold outside Wisconsin. Moreover, permitting resales of all outstanding shares at a price related to the public market price could facilitate better market dynamics.",-1
559,377,1969,2,26,arizona,"An Arizona insurance securities statute is not a  law enacted for the purpose of regulating the business of insurance  within the meaning of the McCarran-Ferguson law, the United States Supreme Court has ruled. Such a statute is aimed at protecting the interests of insurance company stockholders, which is outside the intent of McCarran-Ferguson, and there is consequently no federal-state conflict of laws.",Other,No,Neutral,"The Arizona insurance securities statute, as understood by the Supreme Court, primarily serves to safeguard the interests of insurance company stockholders and does not constitute a conflict between federal and state laws. It falls outside the regulatory purpose of the McCarran-Ferguson law and is thus unlikely to introduce any immediate changes impacting businesses or financial intermediaries in terms of financial operations, investments, disclosures, etc. The practical implication to businesses remains the same, and there seems to be no effect on the level of stringency from this understanding.",0
560,377,1969,2,26,california,"On February 12, Governor Ronald Reagan of California named Anthony R. Pierno as state Commissioner of Corporations, subject to Senate confirmation. Mr. Pierno, who has served as a Deputy Commissioner since August 1, 1967, replaces Robert H. Volk, who resigned to accept a position in private business.",Other,No,Neutral,"The appointment of Anthony R. Pierno as State Commissioner of Corporations is indicative of a routine change in functionaries, but does not directly suggest changes in business finance or investment activities. However, his approach towards the 'Blue Sky Laws' might affect the implementation of these laws in the state. As information about Pierno's regulatory or financial policy preferences is not provided, the impact on the stringency of securities laws remains unclear.",0
561,377,1969,2,26,kansas,"Where the Kansas Securities Commissioner had, in an adopted and published regulation, limited  isolated transactions  to sales where solicitations in Kansas in any 12-month period were four or fewer and where purchasers, excluding incorporators, came within that limit, denial of recovery by purchasers of unregistered securities was proper. Furthermore, there was ample substantial evidence indicating that there had been no untrue statements nor omissions of material facts in the offering or sale of the stock, contrary to purchasers' allegations.","Exemption, Disclosure",No,More,"The Kansas Securities Commissioner had adopted a stringent regulation, limiting isolated transactions to four or fewer solicitations in Kansas within a 12-month period. This implies a stricter control on unregistered sales, affecting the ease with which businesses can circumvent registration. Furthermore, corroborating substantial evidence denied any claim of misinformation or omission in the stockâs sale, reinforcing transparency and truthfulness in such transactions.",1
562,377,1969,2,26,kentucky,A Kentucky corporation with branch offices in other states may claim exemption for its transactions in Kentucky if it has not directed an offer to sell stock to more than ten residents of Kentucky during a period of 12 consecutive months and if no commission is paid. Sales to residents of other states have no bearing on the exemption.,Exemption,No,Less,"This change in the Blue Sky Laws allows Kentucky corporations to claim exemption for transactions in Kentucky provided specific conditions are met, easing the operations for companies. This impacts businesses by potentially lowering the regulatory hassle, provided they stay within the bounds of the limited offer and no commission clause. For the financial intermediaries, this may lead to fewer opportunities in Kentucky due to the restrictions on commission.",-1
563,377,1969,2,26,massachusetts,"A registered salesman of securities who was neither an officer nor a stockÂ­ holder of the company employing him was still a  seller  under the Massachusetts Sale of Securities Act, which couples salesmen with brokers throughout. The fact that he had never owned the stock and that his company had received the purchase price did not relieve him of liability to the purchaser's right of rescission.","Broker/Dealer, Registration",No,More,"This change in the Massachusetts Sale of Securities Act apparently increases the responsibility of securities salesmen regardless of their official status within the employing company. It effectively broadens the definition of a 'seller' to encompass registered salesmen, extending liability for any repercussions such as a purchaser's right of rescission. This results in an increased legal burden for securities salesmen, potentially motivating more diligent practice in the selling of securities.",1
564,377,1969,2,26,missouri,"The Missouri Division of Securities is preparing additional forms and revising others. The ones affected are Broker-Dealer and Investment Adviser Financial Statement (S-3), Issuer's Application for the Renewal of Registration of Agents (S-16), Certificate of Registration as Broker-Dealer (S-17), Certificate of Registration as Investment Adviser (S-18), Notification of Registration as Agent (S-19), Application for Registration of Foreign Real Estate Securities (S-25), Escrow Agreement (Securities) (S-C) and Escrow Agreement (Funds) (S-D). As the new forms are received, they will be added to the Missouri Forms List, BLUE SKY LAW REPORTER, page 24,011.","Registration, Broker/Dealer, Disclosure",No,More,"The preparation and revision of forms by the Missouri Division of Securities signifies an increase in regulations for broker-dealers and investment advisers. The changes include the financial statement, registration certificates, and notifications. This may result in higher disclosure requirements and more form filing requirements for these entities, likely leading to an increase in compliance costs and operational complexities.",1
565,377,1969,2,26,nebraska,"The subsection of Nebraska's Securities Act providing for judicial review of administrative orders under prior law has been corrected to cross-refer to Section 8-1119 of the Act (Laws 1969, L.B. No. 105, effective three calendar months after adjournment of the Legislature).",Other,No,Neutral,"This adjustment in Nebraska's Securities Act provides for a judicial review of administrative orders under prior law. It appears to be a structural change rather than affecting the specific operation, thus the implications for businesses and financial intermediaries are likely minimal. The correction merely adjusts the cross-referencing to the appropriate section of the Act, improving overall clarity and accuracy of the legislation.",0
566,377,1969,2,26,ohio,A purchaser of ten shares of stock not registered under the provisions of the Ohio Securities Act was entitled to the return of the purchase price where the violation was more than trivial in nature and materially affected the protection contemplated by the Act.,"Registration, Disclosure",No,More,"This provision enhances investor protection by enforcing stricter registration requirements under the Ohio Securities Act. Failure to comply with these rules can cause businesses to forfeit their sale proceedings, implying a potential financial impact and increased oversight. This inherently ensures greater transparency and stringent adherence to the act, thus protecting the rights of the investors and facilitating fair business practices.",1
567,377,1969,2,26,wisconsin,"The Wisconsin Office of the Commissioner of Securities has announced that, effective immediately, the cost for examination of requests for exemption of securities and transactions, and of dealers and issuers from licensing requirements will be $20. The amount is due on receipt of each such request for exemption.,In connection with the examination charge of $3 normally made upon review of each piece of advertising matter required to be filed under the Wisconsin law, a procedure has been developed to facilitate payment for review where matter is filed in significant volume or frequency. In such cases, dealers are requested to submit to the Office an advertising examination deposit in the amount of $100 or more. Instead of billing separately for each piece reviewed, the Office will advise the dealer only when the deposit has been exhausted.,Â¶52,604.03, 52,718","Exemption, Fees, Broker/Dealer",No,More,"The change in Wisconsin state securities law imposes a $20 examination fee on requests for exemption of securities, transactions, dealers, and issuers from licensing requirements. Additionally, a procedure has been introduced to accommodate payments for high volume or frequent review of advertising matter, requiring dealers to submit a $100 deposit to the Office. Such changes increase the stringency of the law and regulation by adding financial obligations for businesses seeking exemptions, potentially impacting compliance and disclosure requirements for dealers.",1
568,377,1969,2,26,wisconsin,"The Office of the Commissioner of Securities of Wisconsin has announced denial of an application by General Host Corporation for registration of its 7 percent subordinated debentures and warrants proposed to be issued in exchange for common stock and debentures of Armour and Company. The exchange offer was ruled unfair and inequitable to Armour stockholders in light of apparent insufficiency in the cash flow of General Host and because, if the offer were successful, General Host's outstanding debentures and warrants would be unreasonably large in proportion to its other classes of securities. Wisconsin shareholders or debenture holders may, however, tender Armour securities on an unsolicited basis.","Registration, Disclosure",No,More,"The change demonstrates heightened stringency, as the Office of the Commissioner of Securities of Wisconsin denied the registration of General Host Corporation's subordinated debentures and warrants due to perceived insufficiencies in their cash flow and potential disproportions in their securities. This implies that companies will need to ensure their financial positioning and proposed exchanges are fair, equitably benefiting shareholders, and financially sustainable to gain approval. This move increases disclosure, as businesses must provide more detailed information about their financial health and security distribution.",1
569,377,1969,2,26,wyoming,"The securities exempted by the Wyoming Uniform Securities Act have been expanded to include those listed or approved for listing on the Pacific Coast Stock Exchange (Laws 1969, Ch. 47, approved February 14, effective May 24, 1969).",Exemption,No,Less,"The Wyoming Uniform Securities Act has been amended to include securities listed on the Pacific Coast Stock Exchange as exempted, reducing regulatory requirements for these securities. This change potentially increases the investment opportunities for financial intermediaries and facilitates easier financing for businesses listed on the Pacific Coast Stock Exchange. Overall, the Act relaxation might boost economic activity by removing barriers to investment.",-1
570,378,1969,3,13,arkansas,"The word  security,  as used in the Arkansas Securities Act, includes a certificate of interest or participation in an oil, gas or mining title or lease or in payments out of production under such title or lease. However, under a strict construction of the Actânecessary due to the penal nature of the statuteâsale of an oil and gas lease, which conveys an interest in land, is not subject to registration provisions.","Registration, Other",No,Neutral,"The analysis reveals that an oil and gas lease, under the Arkansas Securities Act, is not required to be registered as a security, although it conveys an interest in land. This interpretation can be seen as a clarification rather than a change in law, leaving the stringency level unchanged. For businesses connected to the oil, gas, or mining sectors, this implies that the same securities would not necessarily be subjected to registration provisions, which could potentially reduce legal burden and costs associated with securities registration.",0
571,378,1969,3,13,georgia,"Georgia has amended its provision on special consent investments for insurers to void any expressed or implied prohibitions which might tend to limit authorized investments, by domestic insurers, of funds in excess of reserves and capital (if a stock insurer) or surplus (if a mutual or reciprocal insurer). The clause is also applicable to such other investments as may be approved by the Insurance Commissioner. (Laws 1969, Ch. 17, effective July 1, 1969.)",Other,No,Less,"The amendment in Georgia's law facilitates greater investment flexibility for insurance companies. It allows domestic insurers to invest funds in excess of reserves and capital (if a stock insurer) or surplus (if a mutual or reciprocal insurer), thereby removing previously existing prohibitions. This change could stimulate more investment activity from insurers, potentially impacting the financing market within the state.",-1
572,378,1969,3,13,nebraska,"Any sale of unregistered securities in violation of provisions of the Nebraska Blue Sky Law is, in a civil action, to be deemed prima facie evidence of fraud on the seller's part, making him liable to the purchasers, whose remedies embrace enforcement or rescission, whichever is appropriate. Where the purchaser has the right to rescind, the seller is liable for the consideration paid less the amount of any income or recovery received by the purchaser.","Registration, Other",No,More,"The given text establishes more stringent legal regulations for the sale of unregistered securities, deeming any such transactions as fraudulent. As a result, businesses and financial intermediaries will need to ensure their securities are registered in accordance to Nebraska Blue Sky Law to avoid civil action and penalties, which include providing remedies or rescission to the purchasers. This could increase the cost of legal compliance for businesses and limit investment activities in the case of unregistered security sales.",1
573,378,1969,3,13,texas,"Because of the expense of hand-marking changes in prospectuses, the Texas State Securities Board has announced that it will no longer require red-lined changes in prospectuses. Merely marking the changes will be sufficient, and this can be done by the printer of the prospectus.,Â¶46,632.01",Disclosure,No,Less,"The Texas State Securities Board's decision to no longer mandate red-line changes in prospectuses will simplify the disclosure process and likely reduce associated costs. This will potentially expedite the prospectus creation process and may be beneficial for financial intermediaries, as well as businesses seeking to secure funding via securities offerings.",-1
574,378,1969,3,13,vermont,"The limit on the investment of Vermont insurance companies in common stocks has been increased from five percent of total assets to ten percent (Laws 1969, H.B. No. 89, effective February 26, 1969).",Other,Yes,Less,"The change allows Vermont insurance companies to allocate a larger proportion of their total assets to common stocks, increasing the limit from five percent to ten percent. This means insurance companies have greater freedom to diversify their portfolios and potentially achieve higher returns. However, it may also expose them to higher risk associated with stock market volatility.",-1
575,379,1969,3,26,arkansas,"Arkansas has enacted a provision permitting all banks organized under the laws of Arkansas to invest in general obligations and revenue bonds of the state and its governmental subdivisions; bonds and certificates of indebtedness of the federal government and its agencies; and corporate debt subject to applicable loan limits (Acts 1969, No. 179, approved and effective March 7, 1969).",Other,Yes,Less,"The enactment permits Arkansas banks to invest in state and federal governmental bonds, and corporate debt according to loan limits. This change appears to broaden the investment capabilities of Arkansas banks, potentially increasing their profitability and risk exposure. It also interconnects the state's banking and governmental financial activities, creating a more intertwined financial ecosystem.",-1
576,379,1969,3,26,colorado,"Exemption from registration for securities issued by railroads, other common carriers, public utilities or holding companies may no longer be claimed by reason of regulation of rates and charges by a governmental authority of the United States or of any state. Laws 1969, H.B. No. 1, was approved March 18, to become effective May 1.","Exemption, Registration",No,More,"The law highlighted that the historical exemption for securities issued by railroads, common carriers, public utilities, and holding companies, which was once justified by regulation of rates and charges, is not valid anymore. This adds complexity and obligations to these businesses, impacting their financial and investment decisions by necessitating compliance with state securities laws or requiring registration of securities. They may face increased costs and risk due to these regulatory changes.",1
577,379,1969,3,26,georgia,"Shares of beneficial interest in a real estate investment trust are  securities  within the definitions of the Georgia Securities Act and, in the absence of specific exemption, must be registered. The fact that the declaration of trust established a foreign real estate trust not qualified for recordation under the Georgia statutes is immaterial to the registration of the shares as securities.","Registration, Exemption",No,More,"This change emphasizes the necessity for foreign real estate investment trusts operating in Georgia to register shares as securities under the Georgia Securities Act. It also stresses that exemptions are unlikely. The implication for businesses is that even trusts not qualified for recordation under the state's rules must still comply with securities registration requirements, bolstering regulation and legal oversight. This could result in added costs and paperwork for businesses.",1
578,379,1969,3,26,minnesota,"Minnesota has revised its provisions covering investments by mutual savings banks to permit investments in notes or bonds secured by mortgages or trust deed under certain specified conditions. Moreover, clauses providing for investments by mutual banks in stocks, bonds, notes and debentures of certain classes of domestic corporations are expanded to cover all such corporations organized under the laws of the United States or of any state; the limitation on corporation investments is upped to 15 per cent of assets. (Laws 1969, Ch. 51, effective March 19.),Â¶26,803 (subd. 5), 26,805 (subds. 1-2)",Other,Yes,Less,"The changes in the Minnesota laws expand the scope of permissible investments for mutual savings banks thereby providing more flexibility to these entities. For instance, the updated provisions allow such banks to invest in notes or bonds secured by mortgages under certain conditions. These amendments also relax the limitation on corporations in which mutual banks can invest by increasing the investment limit to 15% of assets. Consequently, these changes could potentially lead to increased investment activity by financial intermediaries in Minnesota.",-1
579,379,1969,3,26,north dakota,"North Dakota has amended its proviso limiting investment powers of banks but specifically authorizing limited investments in small business investment companies to also authorize investments in stock of subsidiary corporations. However, in the event that the state banking board determines that such investments will be detrimental to the interests of a bank's depositors, it may direct the bank to divest itself of such subsidiary investments. (Laws 1969, S.B. No. 162, effective July 1, 1969.)",Other,Yes,Less,"The amendment of the North Dakota provision augments the investment powers of banks, enabling them to invest in both small business investment companies and the stock of subsidiary corporations. However, a safeguard is put in place wherein the state banking board can instruct the bank to withdraw their investments if deemed detrimental to the interests of the bank's depositors. Despite the safeguard, this change in the law can be seen as less stringent as it expands banking powers while also placing the onus of oversight on the state banking board.",-1
580,379,1969,3,26,south dakota,"A fees amendment to the South Dakota Blue Sky Law was approved on March 12 (Laws 1969, S. B. No. 86) and will become effective on July 1. It revises the schedule of fees as applicable to brokers and agents licenses, bond filings and report filings.","Fees, Broker/Dealer",No,More,"The amendment to the South Dakota Blue Sky Law signifies an increase in stringency as it revises the schedule of fees for brokers and agents licenses, bond filings, and report filings. This change implies a potential increase in operating costs for financial intermediaries, likely influencing business financing and investment activities in the state.",1
581,379,1969,3,26,south dakota,"The options for subsidiary corporations of South Dakota insurance company investors are fully spelled out by H.B. No. 666, approved March 6. The law will become operative on July 1 of this year.","Disclosure, Other",No,Neutral,"H.B. No. 666 lays out the options for subsidiary corporations of South Dakota insurance company investors, defining regulations but not necessarily increasing or decreasing stringency. It might bring about changes in the practices of insurance firms, specific to their subsidiary operations, without a direct impact on their investment activities or financing processes. As such, this legislation primarily provides clarity and guidance, benefiting businesses and financial intermediaries by reducing uncertainty in the regulatory environment.",0
582,380,1969,4,8,new york,"Parcels of realty acquired by New York savings banks are permitted, subject to regulations and restrictions of the state Banking Board, to be taken in the names of duly authorized nominees. Every conveyance of real estate to a savings bank shall be immediately recorded or registered in the county of the property's situs. (Laws 1969, Ch. 37, approved and effective March 11, 1969.)",Other,Yes,Neutral,"The legal change regards the acquisition of real estate by New York savings banks, subject to state Banking Board regulations. It mandates that these transactions need to be recorded or registered immediately in the property's home county. The implications of the law for businesses and financial intermediaries are centered on ensuring transparency in real estate transactions involving savings banks and adhering to registration requirements to avoid non-compliance. It doesn't directly impact investment activity by financial intermediaries or financing of businesses.",0
583,380,1969,4,8,washington,"The provisions governing investments by Washington mutual savings banks have been revised pertinent to notes secured by collateral securities; real estate mortgages and real estate; working fund; loans for home and property improvements or additions; and limitations on total funds in certain obligations and in real property investments (Laws 1969, Ch. 55, effective,90 days after adjournment of the Legislature).",Other,Yes,Less,"Revision of provisions for Washington mutual savings banks represents a move towards less strict regulation. The changes allow for more diverse investment and lending opportunities, such as real estate mortgages and home improvements loans, which were traditionally more restricted. This would likely lead to an increase in economic activity. However, it could also mean a rise in risk profile for these savings banks due to increased exposure to real estate markets.",-1
584,381,1969,4,18,california,"The California Commissioner of Corporations has announced standards and procedures which will generally be followed with respect to a church application for a permit to issue promissory notes or other debt securities under the Corporate Securities Law of 1968. The public sale of such debt securities ordinarily must be qualified by obtaining a permit prior to the offer.,Where the offering is limited to members of the church, as defined by the Commissioner's interpretative release, it will be assumed that the investment decision is based on religious and charitable intentions. Minimum requirements for that situation are set out.,Where the permit is granted, it will ordinarily be in effect for a period of 12 months.","Registration, Exemption",No,More,"The California Commissioner of Corporationsâ mandate to have church applications for issuance of debt securities to be permitted works to regulate the public offering of such securities. This law changes are more stringent, primarily intending to protect church members and the public by ensuring investment decisions are based on good faith, in alignment with religious and charitable objectives, and adhering to minimum requirements. This change underscores the importance of formalizing operations, specifically within religious organizations, which could likely necessitate more administrative work and stricter regulations.",1
585,381,1969,4,18,georgia,"An additional exemption under the Georgia Blue Sky Law was added on April 2 (Laws 1969, S.B. No. 279) and became effective on the same day. It pertains to transactions involving securities issued in connection with employees' pension, profit sharing, stock bonus, thrift, savings and stock purchase plans or with employee benefit plans for self-employed individuals.",Exemption,No,Less,"The addition of the new exemption under the Georgia Blue Sky Law in 1969 loosened the regulatory environment. The exemption was related to securities transactions involving employee benefit and stock purchase plans. This may have facilitated these types of securities transactions for businesses and financial intermediaries, possibly stimulating investment and financial activity associated with these plans.",-1
586,381,1969,4,18,maryland,"The Maryland Blue Sky Law has been amended to renumber clauses in a provision covering broker-dealer or agent registration applications. A correction has also been made. (Laws 1969, Ch. 68, approved March 24, to become effective on July 1 of this year.)","Registration, Broker/Dealer",No,Neutral,The alteration of the Maryland Blue Sky Law conducts a renumbering and correction for clauses pertaining to broker-dealer or agent registration applications. These modifications do not impart a change in the regulatory stringency for businesses or financial intermediaries as they are administrative in nature and do not entail new or lessened compliance requirements or standards.,0
